article_id,technique,start,end,text_spans
785801366,"Name_Calling,Labeling",6717,6726,jihadists
785801366,Appeal_to_Authority,6629,6655,As Robert Spencer counsels
785801366,"Name_Calling,Labeling",7162,7179,Counter-Jihadists
785801366,Flag-Waving,7501,7576,we need to bring in people who actually love America and want to protect it
785801366,"Name_Calling,Labeling",7600,7632,noble and courageous individuals
785801366,"Name_Calling,Labeling",7722,7773,brave Muslim individuals who genuinely reject Jihad
785801366,"Name_Calling,Labeling",7812,7832,anti-jihadist vision
785801366,Black-and-White_Fallacy,7892,7927,Islam cannot be Islam without Jihad
785801366,"Exaggeration,Minimisation",8385,8432,at least a million hilarious satirical sketches
785801366,Loaded_Language,8736,8753,vigorously defend
785801366,Loaded_Language,8780,8788,slanders
785801366,"Name_Calling,Labeling",8823,8862,totalitarian leftist and Islamic forces
785801366,Loaded_Language,8892,8912,the crippling effect
785801366,"Name_Calling,Labeling",8926,8950,the totalitarian Mullahs
785801366,Loaded_Language,9054,9078,pathetic rules and lives
785801366,"Name_Calling,Labeling",9082,9102,Sharia’s gatekeepers
785801366,"Name_Calling,Labeling",9122,9129,tyrants
785801366,Loaded_Language,182,205,skyrocketing phenomenon
785801366,Appeal_to_fear-prejudice,1683,1868,"Below are 9 concrete steps that, if implemented by a future American administration, would make a big difference in preserving our civilization and in defending Americans from terrorism"
785801366,Slogans,2198,2226,Countering Violent Extremism
785801366,Slogans,2230,2258,Countering Violent Extremism
785801366,Flag-Waving,2470,2703,"On the other hand, this focus allows the administration to perpetuate the destructive fantasy that there are other types of “extremists” — who just happen to be the Left’s political opponents — that pose a great threat to the country"
785801366,Slogans,2948,2976,Countering Violent Extremism
785801366,Slogans,3686,3714,Countering Violent Extremism
786250729,"Exaggeration,Minimisation",1895,1905,No one did
786250729,"Name_Calling,Labeling",2886,2916,disgraced anti-Trump FBI agent
786250729,"Name_Calling,Labeling",631,649,a “silent donation
786250729,"Name_Calling,Labeling",44,60,silent donations
786250729,Loaded_Language,1014,1050,touts Google’s multi-faceted efforts
786250729,"Exaggeration,Minimisation",1129,1152,record-breaking numbers
786250729,Loaded_Language,1267,1308,She brags that the company used its power
786250729,Loaded_Language,1468,1507,"also brags that Google, “used its power"
786250729,Repetition,1473,1656,"brags that Google, “used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election"
786250729,Repetition,1764,1770,Latino
786250729,"Name_Calling,Labeling",2934,2946,his mistress
786250729,"Exaggeration,Minimisation",3166,3187,NOTHING is being done
786250729,"Exaggeration,Minimisation",3208,3257,"the world is watching, and they get it completely"
786250729,Causal_Oversimplification,121,237,a couple hundred thousand dollars of ad spends and some Russian bots on Facebook swayed the election to Donald Trump
786344683,"Name_Calling,Labeling",1431,1449,a “silent donation
786344683,Loaded_Language,1599,1613,that is a sham
786344683,"Name_Calling,Labeling",1630,1646,vocally partisan
786344683,Doubt,6165,6272,Google has yet to answer why their search results for the word “Idiot” are vastly different from DuckDuckGo
786344683,Loaded_Language,73,127,blew the cover off the 2016 election influence charade
786344683,"Name_Calling,Labeling",262,280,a “silent donation
786344683,Loaded_Language,726,768,Mario touts Google’s multi-faceted efforts
786344683,"Exaggeration,Minimisation",843,870,did record-breaking numbers
786344683,Loaded_Language,985,994,She brags
786344683,"Name_Calling,Labeling",1572,1593,a non-partisan entity
786344683,"Exaggeration,Minimisation",1681,1743,Hispanics – ALL Hispanics are in President Trump’s “crosshairs
786344683,"Exaggeration,Minimisation",2208,2218,No one did
786344683,Loaded_Language,2291,2308,caught red-handed
786344683,Loaded_Language,3347,3360,Guilty as Sin
786344683,Appeal_to_Authority,5025,5073,according to a Breitbart report by Allum Bokhari
786344683,Loaded_Language,6014,6031,a dramatic effect
786344683,Doubt,2366,2431,Maybe that’s why they refused to appear before Congress last week
786527921,Doubt,827,898,When will something be done about these tech and social media companies
786527921,Loaded_Language,2176,2238,"critical miscalculation, Murillo wrote in a stunning admission"
786527921,Loaded_Language,2415,2440,blew prognosticators away
786527921,Loaded_Language,10665,10684,vehemently offended
786527921,"Name_Calling,Labeling",10713,10737,rapists and drug dealers
786527921,Slogans,11260,11284,Make America Great Again
786527921,Slogans,11294,11311,Latinos for Trump
786527921,Doubt,12164,12267,"In the next paragraph, Murillo again openly admits she was not “objective” when it came to the election"
786527921,Loaded_Language,12385,12404,This is devastating
786527921,"Name_Calling,Labeling",16221,16253,some rogue staffer inside Google
786527921,"Name_Calling,Labeling",16530,16544,Google bigwigs
786527921,"Exaggeration,Minimisation",5622,5643,huge swaths of voters
786527921,"Name_Calling,Labeling",10496,10512,partisan motives
786527921,"Name_Calling,Labeling",12982,13017,grieving Hillary Clinton supporters
786527921,"Name_Calling,Labeling",1,16,Silent Donation
786527921,Loaded_Language,259,300,to control and shutter conservative ideas
786527921,Repetition,729,736,Latinos
786527921,"Name_Calling,Labeling",1281,1329,a get-out-the-vote for Hispanic voters operation
786527921,"Name_Calling,Labeling",1465,1480,silent donation
786527921,"Name_Calling,Labeling",1881,1904,non-partisan activities
786527921,Doubt,1955,2170,only to undercut her own commentary in later passages in the emails by openly admitting the entire effort to boost Latino turnout using Google products with official company resources was to elect Clinton over Trump
786527921,"Name_Calling,Labeling",2753,2765,non-partisan
786527921,"Exaggeration,Minimisation",3033,3065,voted in record-breaking numbers
786527921,Appeal_to_Authority,5134,5376,"Carlson cited Dr. Robert Epstein, a social scientist and an expert on Google, who has said, in Carlson’s words, “Google alone could determine the outcome of almost any election just by altering its search selections and we would never know it"
786527921,"Exaggeration,Minimisation",5247,5310,Google alone could determine the outcome of almost any election
786527921,"Name_Calling,Labeling",5787,5810,get-out-the-vote effort
786527921,Loaded_Language,6132,6149,cynically assumed
786527921,Repetition,6683,6695,non-partisan
786527921,Causal_Oversimplification,6880,6908,But of course they were both
786527921,Loaded_Language,7032,7051,tried to rein it in
786527921,"Name_Calling,Labeling",7482,7583,"the Latino Community Foundation’s non-partisan #YoVoyaVotaryTu (I’m going to vote, are you?)
campaign"
786527921,"Name_Calling,Labeling",7598,7633,our social media influencer friends
786527921,Loaded_Language,8403,8449,the openly partisan intent of Google’s actions
786527921,"Name_Calling,Labeling",8548,8566,a “silent donation
786527921,Repetition,7747,7771,social media influencers
786527921,Repetition,8838,8856,a “silent donation
786527921,"Name_Calling,Labeling",8903,8923,leftist organization
786527921,"Name_Calling,Labeling",9063,9078,silent donation
786527921,"Exaggeration,Minimisation",9859,9869,No one did
786527921,Loaded_Language,9942,10004,this was finally the year that the ‘sleeping giant’ had awoken
786527921,Slogans,10254,10267,Trump is dead
786527921,Flag-Waving,10920,10973,Latino Voters Show Trump What It Means to Be American
786527921,"Name_Calling,Labeling",11506,11530,Clinton’s blue firewalls
786527921,"Name_Calling,Labeling",12856,12878,secret pro-Trump spies
786527921,Loaded_Language,12974,13022,to give grieving Hillary Clinton supporters hugs
786527921,Loaded_Language,13029,13046,Trump crushed her
786527921,Loaded_Language,13191,13235,she and another person cried after Trump won
786527921,Loaded_Language,13589,13733,"how much they hurt, how much they need support right now, and that they are coordinating in different offices to meet up to just hold each other"
786527921,Loaded_Language,13931,13982,I’ve never cried after an election until last night
786527921,Loaded_Language,14062,14097,this election result hurt her badly
786527921,Loaded_Language,14488,14500,I’m in shock
786527921,"Exaggeration,Minimisation",14505,14550,it hurts more than I could have ever imagined
786527921,"Name_Calling,Labeling",14918,14942,grieving leftist Latinos
786527921,Loaded_Language,15077,15112,They are probably hurting right now
786527921,Loaded_Language,16017,16053,Google is throwing its weight around
786527921,"Name_Calling,Labeling",16104,16121,a partisan manner
786527921,"Name_Calling,Labeling",16130,16177,the duly elected President of the United States
786527921,"Exaggeration,Minimisation",16804,16827,made a giant difference
786527921,Slogans,16846,16868,to Googlers and beyond
786527921,Loaded_Language,16919,16949,scratching the surface of bias
786527921,Loaded_Language,8099,8114,beyond thrilled
786527921,"Name_Calling,Labeling",9978,9992,sleeping giant
786527921,"Exaggeration,Minimisation",13029,13062,Trump crushed her on election day
786527921,Doubt,14149,14328,another indication that Google’s efforts were clearly attempting to use company resources to elect Democrat Clinton over Republican Trump and influence the results of the election
786731884,Loaded_Language,1559,1626,getting surreal in the creepiest and most harrowing Stalinist sense
786731884,Loaded_Language,1733,1788,totalitarian suffocation of free thought and expression
786731884,Causal_Oversimplification,2238,2379,that daring to give suggestions on how our civilization can stop jihadist attacks and another 9/11 is against Facebook’s ‘community standards
786731884,Loaded_Language,4240,4258,vicious and potent
786731884,"Exaggeration,Minimisation",4441,4499,that merit at least a million hilarious satirical sketches
786731884,Flag-Waving,3649,3693,how to best defend American lives from jihad
786731884,"Name_Calling,Labeling",4053,4079,countering-jihad’ strategy
786731884,"Name_Calling,Labeling",30,44,Jihadi Attacks
786731884,"Name_Calling,Labeling",218,237,Jihadist Psychopath
786731884,Loaded_Language,249,285,"Charming, Seducing, and Devouring Us"
786731884,"Name_Calling,Labeling",322,341,Jihadist Psychopath
786731884,"Name_Calling,Labeling",369,392,totalitarian plantation
786731884,Loaded_Language,430,473,enslaved and dutifully following his orders
786731884,"Name_Calling,Labeling",513,534,tyrannical plantation
786731884,Loaded_Language,714,729,is a real doozy
786731884,"Name_Calling,Labeling",862,876,jihadi attacks
786731884,Repetition,862,868,jihadi
786731884,"Name_Calling,Labeling",926,945,Jihadist Psychopath
786731884,Loaded_Language,957,993,"Charming, Seducing, and Devouring Us"
786731884,"Name_Calling,Labeling",1459,1482,Islamic jihadist attack
786731884,"Bandwagon,Reductio_ad_hitlerum",1611,1626,Stalinist sense
786731884,"Name_Calling,Labeling",1670,1693,Unholy Alliance masters
786731884,"Exaggeration,Minimisation",2091,2136,the skyrocketing jihadist stabbings in Europe
786731884,"Name_Calling,Labeling",2303,2319,jihadist attacks
786731884,"Name_Calling,Labeling",2443,2459,moderate Muslims
786731884,Loaded_Language,2487,2497,horrifying
786731884,"Name_Calling,Labeling",2501,2519,Facebook’s masters
786731884,Causal_Oversimplification,2462,2574,"a move that is, clearly, horrifying to Facebook’s masters and therefore also violates their ‘community standards"
786731884,Loaded_Language,2714,2758,honor killings and other Shariah barbarities
786731884,Loaded_Language,2775,2795,the anger and hatred
786731884,"Name_Calling,Labeling",2799,2819,Facebook’s guardians
786731884,Causal_Oversimplification,2822,2915,who are clearly on the side of the Shariah enforcers and oppressors of Muslim women and girls
786731884,"Name_Calling,Labeling",2857,2915,Shariah enforcers and oppressors of Muslim women and girls
786731884,Loaded_Language,3041,3051,lashed out
786731884,"Name_Calling,Labeling",3121,3141,anti-“hate” policies
786731884,"Name_Calling,Labeling",3150,3165,hateful conduct
786731884,Loaded_Language,4278,4299,baffling and shameful
786731884,Loaded_Language,4803,4825,vigorously defend them
786731884,Loaded_Language,4847,4855,slanders
786731884,"Name_Calling,Labeling",4890,4929,totalitarian leftist and Islamic forces
786731884,Loaded_Language,2095,2107,skyrocketing
786731884,Appeal_to_Authority,3996,4079,"The government needs, he said, to “implement a concrete ‘countering-jihad’ strategy"
786731884,Appeal_to_Authority,4082,4169,And he said it needs to affirm “Shariah’s assault on the U.S. Constitution as seditious
786919720,Loaded_Language,83,98,It's incredible
786919720,Loaded_Language,4347,4364,political theater
786919720,"Name_Calling,Labeling",4438,4459,He's a precedence man
786919720,Flag-Waving,164,194,for the American people to see
786919720,"Whataboutism,Straw_Men,Red_Herring",282,672,"to point to a more than 30 year old claim that Supreme Court nominee Brett Kavanaugh engaged in sexual misconduct while he was in high school and somehow claim that he may have committed a crime while at the same time remaining silent on two women who have accused Rep. Keith Ellison, who is running for Attorney General in Minnesota, of abusing them, one of them making the claim this year"
786919720,"Whataboutism,Straw_Men,Red_Herring",1158,1191,but this is the Democrats for you
786919720,Loaded_Language,3177,3195,last minute gambit
786919720,"Name_Calling,Labeling",4659,4682,the corrupt DOJ and FBI
786919720,Appeal_to_fear-prejudice,4713,4804,"if they did, then someone might actually have to act on something that actually was a crime"
786919720,Loaded_Language,1146,1156,ridiculous
786919720,Doubt,4526,4594,why don't they bring up his involvement in the Vince Foster cover-up
787002327,Causal_Oversimplification,2110,2257,It goes without saying that this retraction and surrender by Facebook occurred only because of the wide publicity that Jamie's banning had received
787002327,Loaded_Language,2707,2728,of the insane variety
787002327,Loaded_Language,4104,4173,their unrelenting effort to suffocate dissent and conservative voices
787002327,Loaded_Language,4630,4648,vociferous protest
787002327,Loaded_Language,4710,4757,leftist brownshirt-style assault on free speech
787002327,"Name_Calling,Labeling",5606,5625,leftist hate groups
787002327,"Name_Calling,Labeling",5916,5942,a stand-up noble gentleman
787002327,"Name_Calling,Labeling",6166,6190,a racially charged event
787002327,Loaded_Language,6195,6208,a vicious lie
787002327,Appeal_to_fear-prejudice,6813,7147,"At this dire moment, we all need to amplify our voices in defense of free speech.
And we need to adamantly defend all the truth-tellers at the very moment they come under attack.
We also need to contact our representatives and to call for a Congressional investigation into this pernicious assault by the fascist Left on our liberties"
787002327,"Bandwagon,Reductio_ad_hitlerum",3152,3178,in such a fascistic manner
787002327,"Name_Calling,Labeling",3557,3572,hateful conduct
787002327,"Name_Calling,Labeling",3582,3597,hateful conduct
787002327,"Name_Calling,Labeling",184,203,Jihadist Psychopath
787002327,Loaded_Language,215,251,"Charming, Seducing, and Devouring Us"
787002327,"Name_Calling,Labeling",288,307,Jihadist Psychopath
787002327,"Name_Calling,Labeling",363,386,totalitarian plantation
787002327,Loaded_Language,459,502,enslaved and dutifully following his orders
787002327,"Name_Calling,Labeling",542,563,tyrannical plantation
787002327,Loaded_Language,682,705,our free speech victory
787002327,Causal_Oversimplification,838,1019,"We have no doubt, of course, that no “mistake” had actually occurred in this matter and that the ban has only been lifted because of the publicity that we engaged in -- and received"
787002327,"Exaggeration,Minimisation",1109,1160,this story is crucial to amplify now more than ever
787002327,"Name_Calling,Labeling",1195,1219,leftist-run social media
787002327,"Name_Calling,Labeling",1266,1285,totalitarian attack
787002327,Loaded_Language,1356,1370,surreal affair
787002327,"Name_Calling,Labeling",1471,1505,Facebook's Unholy Alliance masters
787002327,"Name_Calling,Labeling",1801,1817,Jihadist attacks
787002327,Causal_Oversimplification,1709,1881,"This suggested, of course, that giving advice on how to prevent another 9/11, and all other Jihadist attacks against America, is now against Facebook’s ‘community standards"
787002327,"Name_Calling,Labeling",1961,1980,tyrannical behavior
787002327,"Exaggeration,Minimisation",2263,2357,we are immensely grateful for all the massive support that was given to us across the Internet
787002327,"Name_Calling,Labeling",2458,2492,Leading brave conservative figures
787002327,"Exaggeration,Minimisation",2867,2897,with absolutely no explanation
787002327,"Name_Calling,Labeling",4007,4032,the leftist totalitarians
787002327,Repetition,4019,4032,totalitarians
787002327,"Name_Calling,Labeling",4193,4225,brave conservative truth-tellers
787002327,Loaded_Language,4412,4433,especially disturbing
787002327,Loaded_Language,5243,5248,smear
787002327,"Name_Calling,Labeling",5252,5303,the Southern Poverty Law Center (SPLC) hate machine
787002327,Loaded_Language,5467,5544,trying to run the Center out of business and suffocate free speech in America
787002327,Flag-Waving,5508,5544,and suffocate free speech in America
787002327,"Exaggeration,Minimisation",5667,5770,are preparing new attacks against the Freedom Center and other conservative groups and individuals 24/7
787002327,Loaded_Language,5908,5915,smeared
787002327,Loaded_Language,6064,6087,falsely and maliciously
787002327,Loaded_Language,6460,6489,disgusting and venomous level
787002327,Loaded_Language,6530,6548,destructive agenda
787002327,"Bandwagon,Reductio_ad_hitlerum",6739,6759,the Stalinist Left's
787002327,Flag-Waving,6739,6811,the Stalinist Left's war on America and on everything on which it stands
787002327,"Name_Calling,Labeling",6931,6948,the truth-tellers
787002327,Loaded_Language,7092,7110,pernicious assault
787002327,"Bandwagon,Reductio_ad_hitlerum",7114,7130,the fascist Left
787002327,Flag-Waving,7149,7200,The battle for America -- and for the West -- is on
787002327,Loaded_Language,2270,2288,immensely grateful
787002327,Doubt,3103,3203,"why would Facebook remove such a page, let alone in such a fascistic manner -- and never explain why"
787142429,Loaded_Language,1150,1204,I categorically and unequivocally deny this allegation
787142429,Slogans,2735,2758,character assassination
787142429,Loaded_Language,1106,1123,vehemently denied
787142429,Appeal_to_Authority,2684,2815,"This is nothing more than a last-minute attempt at character assassination, and there should no delay in confirming Judge Kavanaugh"
787529309,Loaded_Language,70,87,despicable tactic
787529309,Loaded_Language,288,319,have sunk to their lowest level
787529309,Loaded_Language,924,960,categorically and unequivocally deny
787529309,Loaded_Language,2405,2430,cesspool of public gossip
787529309,Loaded_Language,2694,2708,How convenient
787529309,Loaded_Language,3158,3173,stumbling drunk
787529309,"Name_Calling,Labeling",8209,8231,serial sexual predator
787529309,"Name_Calling,Labeling",8337,8365,Ted “Chappaquiddick” Kennedy
787529309,Loaded_Language,8567,8585,seeking to torpedo
787529309,Loaded_Language,8686,8710,shameless smear campaign
787529309,Causal_Oversimplification,9303,9384,this is all a ruse to block Judge Kavanaugh's confirmation by all means necessary
787529309,Loaded_Language,9661,9697,slink back into their shadowy corner
787529309,Slogans,16,39,Character Assassination
787529309,Loaded_Language,5159,5195,gaping hole in the therapist’s notes
787529309,Slogans,323,346,character assassination
787529309,"Name_Calling,Labeling",2338,2356,leftist colleagues
787529309,"Name_Calling,Labeling",5394,5414,elitist boys’ school
787529309,Doubt,6056,6347,"Ms. Ford may believe her story to be true, but the lack of any credible corroborating evidence, her partial memory of details surrounding the alleged incident, and the absence of any pattern of such sexual misconduct by Judge Kavanaugh undercut the reliability of her version of the incident"
787529309,Appeal_to_Authority,6678,6784,"For the entire time we have known Brett Kavanaugh, he has behaved honorably and treated women with respect"
787529309,Loaded_Language,7626,7677,"their standard contemptible, obstructionist tactics"
787529309,Slogans,7814,7853,assassinate Judge Kavanaugh’s character
787529309,Causal_Oversimplification,8200,8310,gave the serial sexual predator Bill Clinton a free pass because his policies were in line with their ideology
787529309,Loaded_Language,2871,2876,reeks
787529309,Doubt,9173,9282,why didn't Senator Feinstein set the ball rolling back in July when she first received word of the allegation
787668628,Loaded_Language,613,656,no low to which the Democrats will not sink
787668628,Loaded_Language,673,688,nefarious goals
787668628,Flag-Waving,720,766,strengthening America and protecting Americans
787668628,Black-and-White_Fallacy,0,118,"Democrats Want Us To Believe All Women…Unless They’re Accusing Keith Ellison, Bill Clinton, Al Franken Or George Soros"
787668628,Causal_Oversimplification,475,499,This is clearly a set-up
787668628,"Name_Calling,Labeling",592,602,a good man
787668628,Slogans,2408,2425,boys will be boys
787668628,"Exaggeration,Minimisation",3729,3842,it falls far short of the evidence against virtually any other politician or celebrity who has faced consequences
787668628,Doubt,4993,5125,"and if six years ago she told the therapist four men and says two men now, that suggests that her memory of the event may be suspect"
787668628,Loaded_Language,5982,5997,stumbling drunk
787668628,Appeal_to_Authority,5153,5360,"I can tell you that while neither notes nor memories are infallible, in a contest between contemporaneous notes and later verbal testimony about those notes, the content of the written notes usually prevails"
787668628,Loaded_Language,5373,5392,extremely skeptical
787759779,Loaded_Language,681,696,What a surprise
787759779,"Name_Calling,Labeling",331,343,lefty groups
787759779,Loaded_Language,495,507,latest smear
787759779,"Name_Calling,Labeling",590,623,Open Society Foundation tentacles
787759779,"Name_Calling,Labeling",1011,1032,non-partisan watchdog
787759779,"Name_Calling,Labeling",670,679,Dem donor
787955075,Flag-Waving,2145,2414,"My biggest concern is all the damage that this did to the U.S. government [and] the mockery it made out of the Constitution and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee"
787955075,"Exaggeration,Minimisation",2097,2131,so incredibly stupid to begin with
787955075,Loaded_Language,2557,2582,panicking right about now
787955075,"Name_Calling,Labeling",108,116,the feds
787955075,"Name_Calling,Labeling",281,302,disgraced FBI figures
787955075,Loaded_Language,2225,2268,the mockery it made out of the Constitution
787955075,Doubt,2269,2414,"and all of the wrongdoing that was done by various officials within the Department of Justice, the FBI and the DNC [Democratic National Committee"
788056108,"Name_Calling,Labeling",235,279,the monster once known as Cardinal McCarrick
788056108,"Name_Calling,Labeling",587,636,"a preening, Internet-created neo-Catholic doyenne"
788056108,"Name_Calling,Labeling",979,1012,a power-mad ecclesiastical tyrant
788056108,Appeal_to_fear-prejudice,2930,3059,Bergoglio’s very presence on the Chair of Peter is a grave threat to the common good of the Church and the integrity of the Faith
788056108,"Name_Calling,Labeling",4632,4680,the former apostolic nuncio-turned-whistleblower
788056108,"Exaggeration,Minimisation",4780,4804,Everything depends on it
788056108,Loaded_Language,15243,15303,insane drive to shatter the Church’s bimillennial discipline
788056108,Loaded_Language,60,76,rightly incensed
788056108,"Bandwagon,Reductio_ad_hitlerum",818,860,Does Francis know he sounds like an abuser
788056108,"Exaggeration,Minimisation",5941,5977,"was covering for McCarrick, big time"
788056108,Loaded_Language,14061,14080,promulgating heresy
788056108,Black-and-White_Fallacy,15683,15829,"Either the human element of the Church will act according to the means which seem possible, however extraordinary, or Heaven itself will intervene"
788056108,Loaded_Language,183,201,damning indictment
788056108,"Name_Calling,Labeling",364,393,that serial homosexual rapist
788056108,Loaded_Language,694,731,crude and often unprintable invective
788056108,Loaded_Language,763,787,unload on Pope Bergoglio
788056108,"Name_Calling,Labeling",1110,1133,the corrupt Benedict IX
788056108,"Name_Calling,Labeling",1144,1174,disgrace to the Chair of Peter
788056108,"Bandwagon,Reductio_ad_hitlerum",1338,1405,Pope Francis is sounding more and more like the men who abused them
788056108,"Bandwagon,Reductio_ad_hitlerum",1407,1640,"He’s sounding like the men who hid that abuse from the world, who taught their victims to blame themselves, who used spiritual pressure to persuade them and their families that it would actually be wrong, sinful, to defend themselves"
788056108,"Name_Calling,Labeling",1946,1965,a Christlike victim
788056108,"Whataboutism,Straw_Men,Red_Herring",2058,2139,healing and reconciliation will only come if we take a hard look at our own flaws
788056108,Causal_Oversimplification,2142,2479,"To the victims of the Church, and to those who love them, it sounds like he is saying, “Who do you think you are?
I don’t have to explain myself to you.
You’re the guilty one.
You brought this on yourself.
If you want to be loved, then know your place.
I’m the victim, here, not you.
If you know what’s good for you, keep your mouth shut"
788056108,"Bandwagon,Reductio_ad_hitlerum",2482,2506,This is how abusers talk
788056108,Causal_Oversimplification,2768,2923,"Fisher knows that Francis knows it, even if she still cannot bring herself to say explicitly what should now be apparent to the entire body of the faithful"
788056108,"Name_Calling,Labeling",3243,3274,those loathsome traditionalists
788056108,Loaded_Language,3490,3623,this man who promised so much fresh air is really so intent on slamming doors shut before we find out even worse things hidden inside
788056108,Loaded_Language,3765,3783,relentless assault
788056108,"Exaggeration,Minimisation",4187,4202,risk everything
788056108,"Name_Calling,Labeling",4716,4733,The Dictator Pope
788056108,Doubt,5537,5636,By what possible stretch of the imagination would such an occupant be suited for the Chair of Peter
788056108,Causal_Oversimplification,6680,6851,"Bergoglio will not, of course, resign.
He will cling to power with his last breath in order to carry out the many other acts of ecclesial subversion he clearly has in mind"
788056108,Loaded_Language,6875,6898,the plague of Bergoglio
788056108,"Name_Calling,Labeling",7174,7199,the execrable Benedict IX
788056108,"Name_Calling,Labeling",7226,7254,the interloper Sylvester III
788056108,"Name_Calling,Labeling",7337,7382,the well-intentioned but dimwitted Gregory VI
788056108,"Name_Calling,Labeling",7755,7832,a pious and austere Christian and an exponent of the Cluniac spirit of reform
788056108,Loaded_Language,8012,8070,stripped of his sacerdotal rank and shut up in a monastery
788056108,"Name_Calling,Labeling",8936,8962,the scurrilous Benedict IX
788056108,Loaded_Language,10272,10297,to dispel the pious fable
788056108,Loaded_Language,10440,10465,has exploited to the hilt
788056108,"Name_Calling,Labeling",10603,10746,the leader of a personality cult everyone is commanded to “love” (in the superficially emotional sense) and obey no matter what he says or does
788056108,"Name_Calling,Labeling",10760,10914,"a custodian and defender of the Deposit of Faith whose lovability, personality and opinions are utterly irrelevant to the exercise and scope of his office"
788056108,Doubt,11123,11255,There are too many contrary instances of popes the Holy Spirit obviously would not have picked!” Bergoglio is undeniably one of them
788056108,"Exaggeration,Minimisation",11957,11980,the incalculable damage
788056108,"Name_Calling,Labeling",12155,12167,that monster
788056108,"Exaggeration,Minimisation",12176,12222,the massive evidence of his unspeakable crimes
788056108,Appeal_to_Authority,12547,13082,"in accordance with Article 81 of John Paul II’s Universi Dominici Gregis, which provides:
The Cardinal electors shall further abstain from any form of pact, agreement, promise or other commitment of any kind which could oblige them to give or deny their vote to a person or persons.
If this were in fact done, even under oath, I decree that such a commitment shall be null and void and that no one shall be bound to observe it; and I hereby impose the penalty of excommunication latae sententiae upon those who violate this prohibition"
788056108,Appeal_to_Authority,13084,13617,"To quote Cajetan on this point (citations taken from the linked article by Robert Siscoe), deposition by an imperfect council is appropriate “when one or more Popes suffer uncertainty with regard to their election, as seems to have arisen in the schism of Urban VI and others.
Then, lest the Church be perplexed, those members of the Church who are available have the power to judge which is the true pope, if it can be known, and if it cannot be known, [it has] the power to provide that the electors agree on one or another of them"
788056108,Doubt,14028,14312,"Bergoglio has deposed himself by promulgating heresy, fracturing the Church’s universal discipline respecting marriage and the Eucharist, and undermining the teaching of even his own immediate predecessors on matters of fundamental morality upheld by the Magisterium for two millennia"
788056108,Doubt,14365,14417,a Pope who relentlessly attacks her very foundations
788056108,Appeal_to_Authority,14419,14785,"To quote Cajetan again: “Indeed the Church has the right to separate herself from an heretical pope according to divine law.
Consequently, it has the right, by the same divine law, to use all means of themselves necessary for such separation; and those that juridically correspond to the crime, are of themselves necessary”—meaning the resort to an imperfect council"
788056108,"Exaggeration,Minimisation",15317,15352,the totally unprecedented situation
788056108,Doubt,15142,15456,"And are we not in the midst of schisms already, provoked by none other than Bergoglio himself, whose insane drive to shatter the Church’s bimillennial discipline has produced the totally unprecedented situation in which what is still considered mortally sinful in one diocese is an imperative of “mercy” in another"
788056108,Loaded_Language,15895,16016,the negligence of time-serving pastors who left their sheep completely undefended against the wolves who preyed upon them
788056108,"Name_Calling,Labeling",16028,16077,the wolf the cardinals improvidently elected Pope
788056108,Doubt,16357,16533,"the bishops and, above all, the Successor of Peter fail to maintain and transmit faithfully and in unity the deposit of faith contained in Sacred Tradition and Sacred Scripture"
788056108,Doubt,16939,17166,"a Pope who, as a prominent cardinal declares to the whole world, “fail[s] to maintain and transmit faithfully … the deposit of faith contained in Sacred Tradition and Sacred Scripture” and is leading “an apostasy from the truth"
788056108,"Name_Calling,Labeling",17271,17330,"a papal malefactor, treated as if were an absolute dictator"
788056108,Loaded_Language,17169,17184,It seems absurd
788056108,Loaded_Language,17355,17391,wreaking havoc upon faith and morals
788056108,"Exaggeration,Minimisation",17392,17427,to the detriment of countless souls
788056108,Loaded_Language,17572,17590,to end his rampage
788056108,Appeal_to_fear-prejudice,17512,17805,"The successors of the Apostles, the only ones in a position to end his rampage, must demand his resignation and, should he refuse as expected, act in this unprecedented emergency to declare his removal from the office he has criminally abused and whose very credibility he threatens to destroy"
788056108,"Exaggeration,Minimisation",17917,17969,during the height of the worst crisis in her history
788056108,Loaded_Language,92,99,cunning
788056108,Doubt,2482,2701,"This is how abusers talk.
They’re not content with power; they have to keep their victims doubting and blaming themselves constantly, so they don’t become a threat.
Whether Francis knows it or not, this is how he sounds"
788056108,Doubt,3625,3710,"But he is not making it easy.
I am not saying he is an abuser.
But he sounds like one"
788056108,Loaded_Language,10856,10863,utterly
788056108,Loaded_Language,12204,12215,unspeakable
788173482,"Exaggeration,Minimisation",1025,1088,this is one of the great scandals in the history of our country
788173482,"Name_Calling,Labeling",2140,2188,"nameless, faceless bureaucrats of the Deep State"
788173482,"Name_Calling,Labeling",5113,5130,the Gang of Eight
788173482,Loaded_Language,5731,5754,a brazen abuse of power
788173482,Loaded_Language,7619,7636,has been blasting
788173482,"Exaggeration,Minimisation",1780,1794,endless fodder
788173482,"Name_Calling,Labeling",3326,3349,the DNC paid rent-a-spy
788173482,Doubt,5333,5484,"The authors of the letter even lie about the nature of the broad-based request, claiming Trump is selectively declassifying information to save himself"
788173482,"Name_Calling,Labeling",9,32,the Deep State Plotters
